gid	page	nr	pagenr	jaar	txt1	txt2	crd_bessel	crd_wgs84	ast	excl	crss	latlon_bessel	latlon_wgs84
105974	54	1501	54-1501	1913	Gorssel II	H. K. Stang onder knop	0101000020806C0400CDCCCCCC84B2094166666666DF911C41	010100002040710000CDCCCCCC84B2094166666666DF911C41	*	 	 	0101000020D41000005D8E7C0887CC184092C280287C194A40	0101000020E6100000C7B2F49CF5CB184089B932965B194A40
105975	54	20	54-20	1895	Gouda I	Groote of St.-Janskerk. H. K. Stang boven knop	0101000020806C0400E3A59BC45280FA40986E1283A44A1B41	010100002040710000E3A59BC45280FA40986E1283A44A1B41	*	 	 	0101000020D41000004C03B9AB04D812401E2191347F014A40	0101000020E61000009AA9F66CACD71240DF1DD76A5F014A40
105976	54	1502	54-1502	1913	Gouda II	R. C. K. H. Jozef. Stang onder kruis	0101000020806C040033333333FF79FA40A4703D0ACD471B41	01010000204071000033333333FF79FA40A4703D0ACD471B41	*	 	 	0101000020D4100000EB495AA088D6124003C9125C49014A40	0101000020E6100000BB8E346F30D61240633AFD9329014A40
105977	54	1503	54-1503	1913	Gouda III	O. L. V. Hemelvaart. R. C. K. Stang onder kruis	0101000020806C0400295C8FC2A17DFA40333333335C501B41	010100002040710000295C8FC2A17DFA40333333335C501B41	*	 	 	0101000020D4100000D10DB33253D712406263B8DDEA014A40	0101000020E6100000D6D6E6FBFAD612408CF3C610CB014A40
105978	54	1504	54-1504	1913	Gouda IV	Watertoren. Stang boven tweeden knop	0101000020806C0400333333330F65FA40E17A14AE653A1B41	010100002040710000333333330F65FA40E17A14AE653A1B41	*	 	 	0101000020D410000016AF203FA8D11240276519C44B004A40	0101000020E61000005C85C13950D112401B16B6032C004A40
105979	54	332	54-332	1903	Goudenrood	Steen R. D	0101000020806C0400E17A14AE5D880641F6285C8F7A9A1341	010100002040710000E17A14AE5D880641F6285C8F7A9A1341	*	 	 	0101000020D410000003E9EE307C3B1740B95624C7B4704940	0101000020E6100000835EEF1CF93A1740AE83884599704940
105980	54	1505	54-1505	1916	Gouderak	H. K. Stang	0101000020806C0400666666662EE6F9400AD7A370971E1B41	010100002040710000666666662EE6F9400AD7A370971E1B41	*	 	 	0101000020D4100000FBCB9599A4B31240E98AE4DE39FE4940	0101000020E610000000EAFCAD4DB312404CF9F42E1AFE4940
105981	54	1506	54-1506	1916	Goudriaan	H. K. Stang	0101000020806C04008FC2F528C073FD408FC2F528958E1A41	0101000020407100008FC2F528C073FD408FC2F528958E1A41	*	 	 	0101000020D41000006D8274668C8D13408C6C4BE5C2F34940	0101000020E61000005E086E312D8D1340C18CDA81A3F34940
105982	54	333	54-333	1903	Goudsberg	Steen R. D	0101000020806C0400295C8FC24BF60641C3F5285CC5861341	010100002040710000295C8FC24BF60641C3F5285CC5861341	*	 	 	0101000020D4100000AD1348D38D6E1740240FD3ED3A6F4940	0101000020E6100000E36C0ADF086E1740AC422A771F6F4940
105983	54	1507	54-1507	1913	Goudswaard	H. K. Stang	0101000020806C0400A4703D0A5F19F3400AD7A370DBD91941	010100002040710000A4703D0A5F19F3400AD7A370DBD91941	*	 	 	0101000020D4100000874ACC3B3119114023BA1C95E9E54940	0101000020E61000009173F057E9181140465B5EA8CAE54940
105984	54	1508	54-1508	1925	Goutum	H. K. Stang	0101000020806C040048E17A14FC5706419A999999779B2141	01010000204071000048E17A14FC5706419A999999779B2141	 	 	 	0101000020D4100000A142D471743A1740F6A1CE03FF964A40	0101000020E61000003F8AB9C7F2391740157CA0AEDA964A40
105985	54	334	54-334	1908	Graauw	R. C. K. Stang onder kruis	0101000020806C04000AD7A3707904F0401F85EB5108B31641	0101000020407100000AD7A3707904F0401F85EB5108B31641	*	 	 	0101000020D41000008B484761566B1040DAB6EF5B44AA4940	0101000020E610000063E8B909146B10400BF6DE3C27AA4940
